76.30,73.88,35.21,52.61,69.68
75.55,74.41,35.69,52.16,68.90
73.35,71.19,35.10,52.27,68.96
71.83,67.95,34.46,48.82,67.59
72.12,67.97,33.81,49.10,67.73
71.67,69.75,33.10,52.35,66.58
73.30,72.19,33.65,51.47,67.30
74.85,73.82,32.68,52.23,66.60
73.78,73.63,33.98,49.11,65.75
74.15,71.95,34.51,45.33,66.47
73.17,71.24,34.43,52.18,67.79
72.54,70.02,34.23,47.52,66.17
70.83,67.84,33.51,53.25,64.62
72.04,68.89,32.74,51.42,65.13
71.83,69.04,32.05,51.00,64.62
71.38,68.83,30.59,53.87,64.76
72.00,69.09,30.19,42.08,65.38
72.08,69.38,30.81,54.25,64.79
72.23,68.22,29.51,48.76,65.08
71.38,67.15,29.79,53.05,64.42
70.18,63.36,28.17,53.04,66.16
70.71,62.98,27.30,52.15,67.17
72.56,66.74,31.12,53.05,67.65
72.59,67.79,29.99,52.16,67.45
73.29,68.51,30.26,47.08,68.84
73.96,69.29,32.65,55.37,68.52
74.19,68.65,35.20,46.98,68.26
73.56,70.18,32.66,55.05,67.07
74.31,69.09,29.72,51.45,67.40
73.80,68.40,29.52,51.98,67.72
72.33,67.48,32.40,55.44,67.89
71.08,67.40,34.26,53.45,65.65
71.03,67.90,32.96,54.87,66.82
72.38,68.07,29.92,55.40,66.75
72.73,69.31,29.02,56.76,66.94
72.32,69.02,28.26,55.13,66.54
72.14,66.55,28.59,52.22,67.57
71.16,64.37,29.84,51.43,67.14
71.36,66.12,29.34,52.46,67.99
69.83,65.25,28.99,51.26,66.71
71.07,65.64,27.60,51.44,66.90
70.42,65.68,28.88,49.83,66.59
72.17,66.31,30.34,46.73,66.87
72.12,67.68,31.43,41.66,67.90
72.06,66.68,28.16,45.49,67.31
72.38,67.21,28.07,49.19,67.97
71.28,65.03,28.15,48.07,68.07
71.30,63.84,28.15,44.83,68.66
71.13,63.81,31.97,43.89,68.80
70.33,63.68,33.46,41.40,67.78
69.91,60.57,30.78,44.96,67.84
68.19,58.31,28.04,40.49,65.72
69.85,58.61,25.18,43.51,68.20
69.13,60.16,25.78,48.66,67.71
72.72,61.32,25.23,58.46,69.63
72.40,59.92,29.72,65.17,69.65
74.85,62.88,33.97,66.94,70.84
73.23,62.31,35.04,66.59,71.40
72.53,60.42,33.07,64.17,69.19
72.12,61.00,31.59,60.77,70.03
73.24,62.81,31.22,63.36,69.61
72.44,63.74,30.60,60.31,68.74
71.48,62.69,29.77,59.22,68.44
71.85,62.44,29.31,58.73,68.97
70.96,63.38,29.73,59.71,67.89
71.70,62.72,29.88,58.34,68.40
71.70,61.55,29.46,58.78,69.30
71.33,62.80,29.19,57.48,68.73
71.49,64.14,29.40,55.52,67.59
71.83,61.47,28.01,53.55,68.89
71.34,59.26,28.66,54.57,68.87
70.32,62.68,27.54,56.53,67.56
71.96,65.99,27.19,54.65,67.11
71.30,66.30,26.94,54.34,67.28
69.35,63.25,26.93,53.63,66.27
68.81,62.02,28.92,52.84,66.14
68.65,60.83,28.88,52.90,66.35
68.62,58.48,28.84,52.66,66.49
70.68,63.78,29.52,52.12,67.13
70.98,64.92,28.71,52.29,66.18
68.85,62.08,28.63,50.58,66.00
70.76,61.74,28.04,51.12,67.45
68.94,64.51,27.56,51.13,65.48
71.33,65.67,25.79,49.23,68.47
71.29,62.44,23.31,47.89,67.87
70.83,61.52,23.47,47.18,69.61
71.89,59.99,23.81,45.94,69.98
71.22,61.04,24.82,45.52,70.02
70.54,59.60,25.44,46.19,69.53
70.94,61.89,24.52,44.90,70.05
70.17,60.59,24.92,45.70,69.21
71.15,61.39,26.62,43.39,69.38
70.82,61.98,29.75,43.03,69.38
71.21,61.72,30.14,44.51,69.83
70.04,60.40,31.32,42.15,68.57
69.95,59.24,31.35,43.87,67.94
69.72,61.43,29.47,42.89,68.33
70.25,63.32,29.99,42.40,67.91
70.54,62.28,29.29,42.50,68.53
69.10,61.55,29.98,44.59,67.32
71.17,60.63,28.31,43.08,69.67
70.21,59.61,29.35,43.51,68.53
69.49,57.53,33.25,42.98,68.41
69.88,58.13,29.69,44.48,67.48
68.51,59.63,32.86,47.11,67.13
68.77,58.39,32.34,48.07,67.40
68.95,57.74,31.91,47.27,67.22
69.65,61.88,35.42,51.45,68.48
69.26,59.98,36.18,52.79,67.78
68.52,56.74,38.30,51.95,66.98
69.15,54.35,35.24,53.58,67.95
66.77,57.11,36.55,54.38,65.43
68.85,56.43,35.58,53.48,66.57
67.01,57.58,38.38,53.75,66.02
70.97,60.57,33.51,55.07,68.83
70.85,59.56,33.01,57.14,69.04
70.89,61.93,32.85,54.80,68.48
70.87,64.87,32.78,55.83,67.57
73.50,65.31,31.04,67.88,66.71
75.98,65.56,31.02,75.18,66.26
77.46,66.49,30.72,78.43,64.17
80.51,66.78,29.73,79.60,65.77
79.23,67.69,29.87,78.44,64.74
80.15,68.36,30.37,80.61,65.51
81.39,67.26,29.01,80.07,66.78
78.06,67.44,29.44,77.62,66.14
78.16,69.29,30.83,78.53,66.46
78.45,67.98,29.57,78.05,65.00
75.76,66.04,30.15,76.08,64.44
77.04,67.31,30.99,75.42,64.07
75.61,69.69,29.86,75.53,64.19
74.30,69.81,29.69,72.51,63.88
72.72,66.67,30.60,71.97,64.32
71.14,67.38,29.81,71.24,62.73
73.74,69.07,32.48,70.11,64.77
71.85,67.89,31.96,69.36,63.70
73.22,65.66,33.78,71.23,64.25
72.81,66.71,31.37,69.89,62.98
71.71,67.90,31.26,70.79,63.14
72.12,67.02,32.11,71.11,60.84
72.27,65.51,31.66,69.43,63.14
70.71,65.18,30.65,69.38,61.67
72.42,66.65,30.41,70.77,62.85
72.45,66.37,28.65,69.15,62.68
71.05,64.84,27.88,69.86,64.00
72.35,65.05,28.70,70.47,65.71
73.45,65.96,29.93,68.03,69.17
73.91,67.08,37.36,69.33,70.92
73.67,68.82,36.83,68.05,70.20
75.39,70.17,35.64,67.91,70.13
73.44,70.30,34.00,66.34,69.79
73.80,68.91,32.95,66.66,70.25
73.18,64.79,33.81,64.46,69.27
72.50,63.12,34.31,65.16,69.45
71.65,63.98,34.27,65.32,68.91
72.79,68.15,33.91,64.09,68.60
74.01,71.16,32.82,63.00,68.84
72.77,69.48,32.56,62.96,66.39
72.59,69.48,31.79,61.26,68.73
73.00,69.62,31.42,57.93,67.43
71.36,68.92,31.68,58.24,66.04
71.52,68.74,32.06,57.51,65.30
71.73,69.96,31.69,58.45,66.77
72.11,69.95,31.50,58.66,66.60
70.47,68.46,30.17,59.48,64.23
70.35,66.39,31.00,58.14,65.83
70.03,65.52,33.96,57.95,64.89
69.65,65.91,33.49,57.16,64.96
69.28,64.98,33.34,57.31,64.64
68.22,64.55,35.80,57.00,64.14
69.41,63.76,36.00,56.25,65.02
68.14,61.31,34.42,54.67,64.41
68.07,62.27,34.29,54.88,64.01
68.38,63.66,34.46,55.18,63.83
69.60,64.69,36.50,55.50,65.31
68.64,64.37,39.87,53.97,64.76
68.79,61.80,40.48,51.58,65.18
65.58,55.50,35.38,53.55,64.00
67.91,57.61,31.47,51.42,66.21
70.47,60.30,40.78,49.60,70.13
69.39,60.69,38.93,50.70,68.08
70.77,60.47,38.75,49.53,68.72
69.40,56.71,38.84,47.12,68.62
68.16,57.31,39.09,45.94,66.72
70.04,61.21,36.87,45.65,67.56
68.80,60.97,39.57,42.78,66.20
68.90,61.20,40.92,40.85,66.48
67.68,58.39,42.16,44.61,66.16
66.38,58.01,42.78,38.75,64.86
66.99,59.40,42.24,42.07,65.07
66.24,58.68,43.85,36.28,64.65
66.32,57.70,44.66,39.69,64.40
67.68,57.81,49.69,44.49,65.74
67.34,58.97,45.28,41.91,65.09
67.61,59.05,46.82,43.87,65.11
67.31,60.39,42.41,43.98,65.08
68.09,62.74,44.99,47.62,65.82
66.53,63.56,42.50,45.21,65.21
68.13,61.74,44.78,42.50,66.20
66.82,60.40,41.12,41.53,65.07
67.70,62.25,41.31,46.64,64.25
68.80,62.54,41.58,47.61,66.35
67.16,62.38,39.36,48.64,64.82
68.75,61.16,35.70,48.70,65.80
66.81,59.81,40.09,50.33,64.89
67.82,59.90,35.79,48.31,64.88
67.49,59.95,47.16,50.69,64.73
66.96,56.73,45.31,50.16,64.86
65.13,55.63,48.30,50.68,63.48
63.47,52.18,43.81,49.34,61.84
64.76,53.40,43.16,50.79,62.02
64.71,55.69,42.68,52.50,62.35
67.10,59.65,41.93,53.89,63.90
67.64,58.64,45.28,50.97,65.50
65.89,56.93,42.46,57.00,64.49
65.53,56.60,37.24,57.58,64.91
66.90,56.98,27.81,58.97,63.18
79.14,58.00,23.72,79.02,62.73
83.53,58.13,23.56,83.46,62.31
83.65,59.09,24.69,83.60,63.73
84.13,60.43,26.16,84.06,64.04
84.43,60.11,26.61,84.06,63.46
83.91,59.92,26.84,84.50,63.67
83.40,54.43,27.69,82.75,61.66
81.08,48.63,28.28,81.17,61.88
79.62,52.19,28.05,80.33,62.40
79.52,56.25,28.63,79.62,61.19
75.67,57.47,28.59,76.73,62.01
77.11,57.83,27.70,75.87,61.40
73.03,56.89,28.19,73.68,61.04
73.52,56.76,28.02,73.48,61.17
74.05,56.72,30.02,73.19,62.49
71.56,56.71,30.38,72.43,62.93
71.47,54.46,29.68,71.35,63.95
71.66,53.89,30.59,72.33,64.40
72.36,56.32,29.61,72.41,64.74
72.01,56.81,31.75,72.17,63.88
70.37,55.32,32.02,70.51,63.43
69.50,53.57,32.49,68.55,63.40
69.49,52.45,33.62,69.08,64.08
68.35,52.45,31.44,66.15,64.50
67.07,53.60,30.65,64.25,63.97
65.13,53.02,32.27,58.93,63.08
64.52,53.34,34.60,53.33,63.03
65.54,54.69,34.06,52.35,63.59
64.92,55.54,32.17,50.77,62.76
67.05,55.98,33.87,55.03,63.88
65.11,54.16,31.52,58.06,62.13
65.82,51.47,35.64,59.46,63.18
64.14,50.64,32.93,59.40,61.63
64.03,44.80,35.77,61.83,62.27
64.78,37.54,32.63,63.39,60.52
65.07,39.53,34.58,63.84,60.97
65.19,45.81,35.37,63.48,62.24
62.47,42.57,34.07,58.69,60.35
61.97,41.78,36.61,53.03,60.93
62.36,39.06,36.49,51.82,60.84
63.53,37.69,39.15,55.60,61.66
63.15,28.99,37.77,53.66,61.94
64.40,32.76,38.72,51.99,63.23
63.83,33.70,36.33,45.43,63.39
61.84,30.88,38.61,41.47,61.34
63.22,24.11,41.02,49.77,62.47
66.02,24.65,43.60,62.05,63.85
67.52,25.48,43.93,65.09,63.09
71.27,21.96,40.63,71.09,62.19
73.20,20.68,35.94,73.27,65.04
74.25,21.01,36.67,74.07,64.27
73.43,21.92,35.45,72.65,64.39
73.36,20.66,37.05,72.86,64.75
72.69,24.70,39.92,72.56,65.19
71.10,23.25,39.92,71.75,65.43
71.54,23.91,39.98,70.01,67.54
69.45,23.75,39.04,68.09,65.83
68.77,21.61,36.62,65.38,65.10
67.86,22.61,36.42,65.06,66.15
67.34,24.31,37.28,64.65,66.16
67.98,22.95,36.73,65.75,65.41
69.04,21.67,36.83,66.30,65.85
70.31,25.54,38.23,66.60,65.79
68.64,34.33,38.66,66.18,66.81
69.41,35.95,39.52,64.81,67.19
68.96,32.41,42.62,64.62,66.63
69.36,27.29,43.79,63.66,68.62
70.71,22.70,40.14,62.81,69.47
68.32,21.11,40.72,61.07,67.16
68.39,20.33,40.01,59.93,67.69
67.89,23.79,42.24,59.99,66.98
67.40,22.72,41.76,59.78,66.23
68.91,24.87,41.27,60.27,68.09
67.52,22.55,41.79,60.38,66.50
66.93,18.05,40.31,60.42,65.85
68.66,19.51,41.62,59.47,67.83
67.33,20.52,42.01,59.43,66.98
67.47,22.10,43.32,59.24,67.10
67.17,22.82,44.67,57.38,66.43
65.73,22.46,45.13,56.08,65.25
66.18,23.37,47.24,54.91,65.58
65.67,22.52,46.56,55.70,65.19
66.06,22.45,46.45,57.05,66.66
67.07,22.49,46.62,57.27,66.95
68.65,22.07,46.66,56.96,67.74
68.15,22.15,47.12,54.92,68.37
70.04,20.98,47.32,53.40,69.48
68.57,24.83,48.08,53.99,68.37
67.34,25.70,48.39,54.57,67.28
68.67,26.39,48.21,54.22,68.25
67.69,28.72,47.96,53.98,67.20
65.22,28.78,47.36,53.85,65.36
67.38,30.67,47.94,55.09,67.17
67.27,28.52,47.33,55.42,66.64
67.43,28.80,47.35,54.91,66.81
66.26,28.66,47.25,53.63,65.96
67.24,30.28,47.69,52.62,66.93
64.72,31.15,47.53,53.48,63.59
66.58,34.85,46.53,53.34,65.96
65.66,35.00,46.15,53.64,65.89
64.97,37.73,45.71,53.60,65.06
67.49,36.78,44.94,52.99,66.99
65.85,36.17,44.71,52.68,65.38
67.61,33.66,43.81,53.26,66.79
68.92,31.88,44.17,54.65,68.70
65.90,31.05,43.33,54.26,65.52
67.41,29.37,43.95,54.41,67.15
65.88,30.97,44.54,54.50,66.10
69.81,36.56,44.94,53.02,69.86
66.19,40.80,45.66,53.57,65.30
68.11,48.14,43.57,54.88,67.04
65.40,53.66,41.88,54.48,64.94
69.57,64.52,43.42,54.84,66.72
72.93,71.90,43.18,53.37,63.42
73.03,71.85,42.10,52.14,61.93
72.45,72.86,41.49,53.68,63.25
72.13,72.39,41.28,52.71,61.37
72.60,71.69,41.05,52.04,62.17
73.11,70.92,41.66,51.85,64.01
67.99,61.49,44.03,52.51,64.22
65.80,57.17,51.13,48.30,63.23
64.73,50.44,47.88,49.45,63.28
62.68,44.81,45.04,49.59,61.70
61.84,43.53,44.80,46.91,61.33
62.05,42.42,44.61,44.93,60.76
61.68,44.36,46.49,46.37,60.22
61.57,46.24,46.19,44.59,60.00
62.57,45.46,46.62,41.85,61.59
63.64,46.05,44.55,44.10,63.04
65.98,49.33,43.90,47.48,64.73
67.36,58.22,46.81,45.43,65.96
69.78,66.46,45.97,43.91,64.75
69.66,66.20,43.12,47.18,64.70
69.12,66.90,41.73,46.33,63.41
70.09,69.19,42.02,43.36,59.59
70.80,69.87,42.23,46.52,59.16
73.30,72.96,39.60,46.21,59.57
75.91,75.40,43.04,43.06,59.58
77.08,76.81,44.84,44.98,59.37
77.42,77.11,45.57,42.24,59.02
77.59,77.54,48.45,40.72,57.71
77.91,77.53,48.19,43.70,59.69
77.44,77.14,48.06,34.34,59.49
77.72,77.39,48.52,42.84,58.29
76.47,76.48,47.58,37.12,58.20
70.48,69.18,45.56,32.79,58.55
66.15,63.92,47.52,37.81,58.35
67.26,66.64,49.05,38.68,58.84
69.15,68.18,47.81,36.53,58.52
72.36,71.04,47.10,38.12,57.47
74.96,74.94,48.28,39.70,56.67
75.81,75.62,47.49,40.82,55.96
73.62,73.14,50.03,40.50,57.46
71.01,71.22,49.41,37.21,59.03
70.23,70.23,51.09,36.01,57.82
71.34,71.14,50.43,38.57,57.83
70.30,70.54,50.61,39.26,56.00
70.93,71.23,47.12,31.78,53.14
71.18,71.22,48.55,33.32,52.34
71.45,71.09,48.90,36.56,51.76
72.72,72.87,44.72,32.76,50.97
73.57,73.37,47.73,36.07,52.58
71.95,71.88,48.33,35.63,50.92
70.43,70.10,47.09,34.24,52.25
70.26,69.89,44.77,31.93,51.61
70.93,69.81,48.31,35.76,51.46
70.15,69.81,47.07,35.56,53.60
70.63,70.72,48.42,34.67,52.83
70.93,70.67,46.33,31.42,52.20
71.11,71.13,47.05,30.25,50.72
71.45,71.34,48.08,33.65,51.25
71.05,70.69,47.44,30.58,50.44
70.41,71.10,46.16,28.77,50.54
71.82,71.16,47.49,34.21,50.39
68.26,68.91,48.31,32.70,49.85
68.04,68.14,44.64,31.09,48.93
67.98,67.76,45.10,33.06,48.32
66.35,66.76,45.38,32.07,49.82
66.25,65.13,46.65,30.20,49.70
56.94,52.92,45.82,30.63,48.19
54.55,48.65,45.80,34.11,46.18
55.45,50.21,45.63,35.40,44.28
61.29,59.31,48.55,33.66,42.63
55.97,52.19,48.65,33.45,39.03
66.22,60.89,57.80,34.94,40.87
58.87,54.89,51.56,33.58,41.50
59.16,57.07,49.10,27.81,40.31
63.23,60.41,56.87,30.92,50.51
68.53,68.38,49.72,32.45,44.52
69.98,70.20,46.61,29.21,40.03
69.51,69.79,46.17,30.16,42.27
61.49,59.33,50.77,30.76,42.18
53.04,48.21,43.71,33.64,39.91
52.81,44.89,45.45,32.71,40.52
56.23,53.12,44.23,34.32,39.16
61.47,61.32,44.25,35.34,40.96
64.75,64.34,45.49,38.07,41.66
64.56,64.34,46.19,38.19,42.28
65.61,65.27,46.25,38.81,42.13
63.12,62.73,47.05,37.50,37.79
58.77,57.01,47.60,35.18,35.53
65.21,62.41,54.16,38.22,35.84
56.13,53.53,47.31,34.57,36.39
50.49,44.66,45.69,34.26,37.30
54.06,43.70,46.96,39.12,44.76
56.51,50.24,45.35,37.88,51.42
61.54,51.67,49.02,35.93,57.94
66.90,65.39,45.29,30.33,59.35
73.53,73.10,43.41,31.56,59.89
75.14,74.95,45.25,33.49,57.71
76.26,75.96,44.17,31.50,57.13
76.19,76.34,43.64,32.11,56.53
77.51,77.38,43.15,31.28,57.49
77.72,77.61,42.93,34.15,55.54
77.68,77.77,42.18,32.60,55.03
77.51,77.60,43.39,33.55,55.26
77.94,77.77,43.20,32.93,53.40
77.58,77.60,43.38,32.85,52.25
77.03,77.01,45.73,33.38,52.09
76.73,76.71,45.05,32.13,49.89
75.57,75.64,46.39,32.86,50.30
71.86,71.93,45.85,35.55,51.96
71.83,71.73,44.41,32.83,51.65
73.63,73.68,45.09,32.16,51.18
72.30,72.18,43.51,34.36,50.50
69.99,70.21,44.32,35.04,49.68
72.36,72.40,44.06,32.72,50.11
74.48,74.44,44.00,33.79,50.16
72.73,72.52,42.80,33.00,49.08
74.20,74.25,45.18,33.03,50.63
74.84,74.80,42.52,33.02,51.05
74.33,74.34,43.16,33.73,52.22
73.99,73.70,42.59,33.75,53.08
72.53,72.69,43.67,33.25,51.95
71.94,71.62,44.25,31.75,54.64
70.89,71.18,43.80,34.23,51.71
71.31,70.92,44.94,32.20,52.02
70.94,71.15,44.96,32.91,51.69
72.03,72.00,44.78,34.17,50.31
72.42,72.35,45.28,34.45,49.69
73.50,73.33,45.57,35.67,49.07
72.53,72.18,44.36,32.28,47.18
69.47,69.02,44.50,32.24,46.34
67.85,67.44,44.68,33.26,44.95
67.17,66.60,43.44,31.40,44.77
68.94,69.05,42.44,28.64,45.45
69.24,69.37,42.90,32.62,43.99
68.54,68.33,42.68,32.54,44.94
70.33,70.21,43.12,34.87,44.40
70.41,70.31,40.30,32.07,41.91
69.81,69.77,41.09,34.38,42.32
67.40,67.51,39.57,30.06,43.33
71.46,71.33,43.58,28.02,49.50
74.09,74.29,43.83,30.59,48.88
75.74,75.68,43.98,27.47,48.54
74.07,74.07,44.77,32.98,48.19
73.12,72.91,44.22,33.68,46.14
71.82,72.23,42.73,32.02,46.67
71.27,71.29,44.03,33.97,46.89
69.79,69.65,44.39,33.75,48.76
67.82,67.71,43.07,31.58,48.70
67.50,67.87,43.96,35.06,44.36
68.31,67.87,43.02,30.65,47.38
67.59,67.36,43.66,33.99,48.39
66.28,66.33,43.36,28.74,49.83
67.71,67.83,44.89,33.31,47.07
67.84,68.26,43.09,26.30,44.39
68.24,68.19,44.05,30.84,43.75
67.18,67.34,45.74,27.54,46.23
65.29,64.80,44.68,32.31,43.46
61.46,61.19,44.65,29.53,42.57
61.70,61.30,43.95,32.20,43.98
